car_ID,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,enginetype,cylindernumber,fuelsystem
136.0,2.0,99.1,186.6,66.5,56.1,2758.0,121.0,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,0.0,saab 99gle,gas,std,four,sedan,fwd,front,ohc,four,mpfi
135.0,3.0,99.1,186.6,66.5,56.1,2707.0,121.0,2.54,2.07,9.3,110.0,5250.0,21.0,28.0,0.0,saab 99le,gas,std,two,hatchback,fwd,front,ohc,four,mpfi
134.0,2.0,99.1,186.6,66.5,56.1,2695.0,121.0,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,0.0,saab 99le,gas,std,four,sedan,fwd,front,ohc,four,mpfi
133.0,3.0,99.1,186.6,66.5,56.1,2658.0,121.0,3.54,3.07,9.31,110.0,5250.0,21.0,28.0,0.0,saab 99e,gas,std,two,hatchback,fwd,front,ohc,four,mpfi
14.0,0.0,101.2,176.8,64.8,54.3,2765.0,164.0,3.31,3.19,9.0,121.0,4250.0,21.0,28.0,0.0,bmw x3,gas,std,four,sedan,rwd,front,ohc,six,mpfi
197.0,-2.0,104.3,188.8,67.2,56.2,2935.0,141.0,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,0.0,volvo 244dl,gas,std,four,sedan,rwd,front,ohc,four,mpfi
130.0,1.0,98.4,175.7,72.3,50.5,3366.0,203.0,3.94,3.11,10.0,288.0,5750.0,17.0,28.0,0.0,porsche cayenne,gas,std,two,hatchback,rwd,front,dohcv,eight,mpfi
13.0,0.0,101.2,176.8,64.8,54.3,2710.0,164.0,3.31,3.19,9.0,121.0,4250.0,21.0,28.0,0.0,bmw x1,gas,std,two,sedan,rwd,front,ohc,six,mpfi
196.0,-1.0,104.3,188.8,67.2,57.5,3034.0,141.0,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,0.0,volvo 144ea,gas,std,four,wagon,rwd,front,ohc,four,mpfi
195.0,-2.0,104.3,188.8,67.2,56.2,2912.0,141.0,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,0.0,volvo 145e (sw),gas,std,four,sedan,rwd,front,ohc,four,mpfi
42.0,0.0,96.5,175.4,65.2,54.1,2465.0,110.0,3.15,3.58,9.0,101.0,5800.0,24.0,28.0,0.0,honda civic,gas,std,four,sedan,fwd,front,ohc,four,mpfi
126.0,3.0,94.5,168.9,68.3,50.2,2778.0,151.0,3.94,3.11,9.5,143.0,5500.0,19.0,27.0,0.0,porsche macan,gas,std,two,hatchback,rwd,front,ohc,four,mpfi
204.0,-1.0,109.1,188.8,68.9,55.5,3217.0,145.0,3.01,3.4,23.0,106.0,4800.0,26.0,27.0,0.0,volvo 246,diesel,turbo,four,sedan,rwd,front,ohc,six,idi
66.0,0.0,104.9,175.0,66.1,54.4,2670.0,140.0,3.76,3.16,8.0,120.0,5000.0,19.0,27.0,0.0,mazda glc,gas,std,four,sedan,rwd,front,ohc,four,mpfi
2.0,3.0,50.0,168.8,64.1,48.8,2548.0,130.0,3.47,2.68,9.0,111.0,5000.0,21.0,27.0,0.0,alfa-romero stelvio,gas,std,two,convertible,rwd,front,dohc,four,mpfi
1.0,3.0,50.0,168.8,64.1,48.8,2548.0,130.0,3.47,2.68,9.0,111.0,5000.0,21.0,27.0,0.0,alfa-romero giulia,gas,std,two,convertible,rwd,front,dohc,four,mpfi
137.0,3.0,99.1,186.6,66.5,56.1,2808.0,121.0,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,0.0,saab 99gle,gas,turbo,two,hatchback,fwd,front,dohc,four,mpfi
138.0,2.0,99.1,186.6,66.5,56.1,2847.0,121.0,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,0.0,saab 99e,gas,turbo,four,sedan,fwd,front,dohc,four,mpfi
3.0,1.0,50.0,171.2,65.5,52.4,2823.0,152.0,2.68,3.47,9.0,154.0,5000.0,19.0,26.0,0.0,alfa-romero Quadrifoglio,gas,std,two,hatchback,rwd,front,ohcv,six,mpfi
202.0,-1.0,109.1,188.8,68.8,55.5,3049.0,141.0,3.78,3.15,8.7,160.0,5300.0,19.0,25.0,0.0,volvo 144ea,gas,turbo,four,sedan,rwd,front,ohc,four,mpfi
205.0,-1.0,109.1,188.8,68.9,55.5,3062.0,141.0,3.78,3.15,9.5,114.0,5400.0,19.0,25.0,0.0,volvo 264gl,gas,turbo,four,sedan,rwd,front,ohc,four,mpfi
104.0,0.0,100.4,184.6,66.5,55.1,3060.0,181.0,3.43,3.27,9.0,152.0,5200.0,19.0,25.0,0.0,nissan otti,gas,std,four,sedan,fwd,front,ohcv,six,mpfi
145.0,0.0,97.0,172.0,65.4,54.3,2385.0,108.0,3.62,2.64,9.0,82.0,4800.0,24.0,25.0,0.0,subaru r1,gas,std,four,sedan,4wd,front,ohcf,four,2bbl
111.0,0.0,114.2,198.9,68.4,58.7,3430.0,152.0,3.7,3.52,21.0,95.0,4150.0,25.0,25.0,0.0,peugeot 504,diesel,turbo,four,wagon,rwd,front,l,four,idi
6.0,2.0,99.8,177.3,66.3,53.1,2507.0,136.0,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,0.0,audi fox,gas,std,two,sedan,fwd,front,ohc,five,mpfi
7.0,1.0,105.8,192.7,71.4,55.7,2844.0,136.0,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,0.0,audi 100ls,gas,std,four,sedan,fwd,front,ohc,five,mpfi
8.0,1.0,105.8,192.7,71.4,55.7,2954.0,136.0,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,0.0,audi 5000,gas,std,four,wagon,fwd,front,ohc,five,mpfi
15.0,1.0,103.5,189.0,66.9,55.7,3055.0,164.0,3.31,3.19,9.0,121.0,4250.0,20.0,25.0,0.0,bmw z4,gas,std,four,sedan,rwd,front,ohc,six,mpfi
68.0,-1.0,110.0,190.9,70.3,56.5,3515.0,183.0,3.58,3.64,21.5,123.0,4350.0,22.0,25.0,0.0,buick electra 225 custom,diesel,turbo,four,sedan,rwd,front,ohc,five,idi
70.0,0.0,106.7,187.5,70.3,54.9,3495.0,183.0,3.58,3.64,21.5,123.0,4350.0,22.0,25.0,0.0,buick century,diesel,turbo,two,hardtop,rwd,front,ohc,five,idi
71.0,-1.0,115.6,202.6,71.7,56.3,3770.0,183.0,3.58,3.64,21.5,123.0,4350.0,22.0,25.0,0.0,buick skyhawk,diesel,turbo,four,sedan,rwd,front,ohc,five,idi
105.0,3.0,91.3,170.7,67.9,49.7,3071.0,181.0,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,0.0,nissan teana,gas,std,two,hatchback,rwd,front,ohcv,six,mpfi
107.0,1.0,99.2,178.5,67.9,49.7,3139.0,181.0,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,0.0,nissan clipper,gas,std,two,hatchback,rwd,front,ohcv,six,mpfi
69.0,-1.0,110.0,190.9,70.3,58.7,3750.0,183.0,3.58,3.64,21.5,123.0,4350.0,22.0,25.0,0.0,buick century luxus (sw),diesel,turbo,four,wagon,rwd,front,ohc,five,idi
129.0,3.0,89.5,168.9,65.0,51.6,2800.0,194.0,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,0.0,porsche boxter,gas,std,two,convertible,rwd,rear,ohcf,six,mpfi
128.0,3.0,89.5,168.9,65.0,51.6,2756.0,194.0,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,0.0,porsche cayenne,gas,std,two,hardtop,rwd,rear,ohcf,six,mpfi
115.0,0.0,114.2,198.9,68.4,58.7,3485.0,152.0,3.7,3.52,21.0,95.0,4150.0,25.0,25.0,0.0,peugeot 505s turbo diesel,diesel,turbo,four,wagon,rwd,front,l,four,idi
127.0,3.0,89.5,168.9,65.0,51.6,2756.0,194.0,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,0.0,porcshce panamera,gas,std,two,hardtop,rwd,rear,ohcf,six,mpfi
110.0,0.0,114.2,198.9,68.4,58.7,3230.0,120.0,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,0.0,peugeot 504 (sw),gas,std,four,wagon,rwd,front,l,four,mpfi
192.0,0.0,100.4,180.2,66.9,55.1,2661.0,136.0,3.19,3.4,8.5,110.0,5500.0,19.0,24.0,0.0,volkswagen rabbit,gas,std,four,sedan,fwd,front,ohc,five,mpfi
118.0,0.0,108.0,186.7,68.3,56.0,3130.0,134.0,3.61,3.21,7.0,142.0,5600.0,18.0,24.0,0.0,peugeot 604sl,gas,turbo,four,sedan,rwd,front,l,four,mpfi
182.0,-1.0,104.5,187.8,66.5,54.1,3151.0,161.0,3.27,3.35,9.2,156.0,5200.0,19.0,24.0,0.0,toyouta tercel,gas,std,four,wagon,rwd,front,dohc,six,mpfi
181.0,-1.0,104.5,187.8,66.5,54.1,3131.0,171.0,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,0.0,toyota starlet,gas,std,four,sedan,rwd,front,dohc,six,mpfi
180.0,3.0,102.9,183.5,67.7,52.0,3016.0,171.0,3.27,3.35,9.3,161.0,5200.0,19.0,24.0,0.0,toyota corona,gas,std,two,hatchback,rwd,front,dohc,six,mpfi
179.0,3.0,102.9,183.5,67.7,52.0,2976.0,171.0,3.27,3.35,9.3,161.0,5200.0,20.0,24.0,0.0,toyota corolla liftback,gas,std,two,hatchback,rwd,front,dohc,six,mpfi
116.0,0.0,107.9,186.7,68.4,56.7,3075.0,120.0,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,0.0,peugeot 504,gas,std,four,sedan,rwd,front,l,four,mpfi
30.0,3.0,95.9,173.2,66.3,50.2,2811.0,156.0,3.6,3.9,7.0,145.0,5000.0,19.0,24.0,0.0,dodge coronet custom (sw),gas,turbo,two,hatchback,fwd,front,ohc,four,mfi
125.0,3.0,95.9,173.2,66.3,50.2,2818.0,156.0,3.59,3.86,7.0,145.0,5000.0,19.0,24.0,0.0,plymouth duster,gas,turbo,two,hatchback,rwd,front,ohc,four,spdi
76.0,1.0,102.7,178.4,68.0,54.8,2910.0,140.0,3.78,3.12,8.0,175.0,5000.0,19.0,24.0,0.0,mercury cougar,gas,turbo,two,hatchback,rwd,front,ohc,four,mpfi
83.0,3.0,95.9,173.2,66.3,50.2,2833.0,156.0,3.58,3.86,7.0,145.0,5000.0,19.0,24.0,0.0,mitsubishi outlander,gas,turbo,two,hatchback,fwd,front,ohc,four,spdi
84.0,3.0,95.9,173.2,66.3,50.2,2921.0,156.0,3.59,3.86,7.0,145.0,5000.0,19.0,24.0,0.0,mitsubishi g4,gas,turbo,two,hatchback,fwd,front,ohc,four,spdi
85.0,3.0,95.9,173.2,66.3,50.2,2926.0,156.0,3.59,3.86,7.0,145.0,5000.0,19.0,24.0,0.0,mitsubishi mirage g4,gas,turbo,two,hatchback,fwd,front,ohc,four,spdi
114.0,0.0,114.2,198.9,68.4,56.7,3285.0,120.0,3.46,2.19,8.4,95.0,5000.0,19.0,24.0,0.0,peugeot 504,gas,std,four,wagon,rwd,front,l,four,mpfi
112.0,0.0,107.9,186.7,68.4,56.7,3075.0,120.0,3.46,2.19,8.4,95.0,5000.0,19.0,24.0,0.0,peugeot 504,gas,std,four,sedan,rwd,front,l,four,mpfi
108.0,0.0,107.9,186.7,68.4,56.7,3020.0,120.0,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,0.0,peugeot 504,gas,std,four,sedan,rwd,front,l,four,mpfi
57.0,3.0,95.3,169.0,65.7,49.6,2380.0,70.0,3.33,3.255,9.4,101.0,6000.0,17.0,23.0,0.0,mazda glc,gas,std,two,hatchback,rwd,front,rotor,two,4bbl
56.0,3.0,95.3,169.0,65.7,49.6,2380.0,70.0,3.33,3.255,9.4,101.0,6000.0,17.0,23.0,0.0,mazda 626,gas,std,two,hatchback,rwd,front,rotor,two,4bbl
203.0,-1.0,109.1,188.8,68.9,55.5,3012.0,173.0,3.58,2.87,8.8,134.0,5500.0,18.0,23.0,0.0,volvo 244dl,gas,std,four,sedan,rwd,front,ohcv,six,mpfi
59.0,3.0,95.3,169.0,65.7,49.6,2500.0,80.0,3.33,3.255,9.4,135.0,6000.0,16.0,23.0,0.0,mazda glc 4,gas,std,two,hatchback,rwd,front,rotor,two,mpfi
58.0,3.0,95.3,169.0,65.7,49.6,2385.0,70.0,3.33,3.255,9.4,101.0,6000.0,17.0,23.0,0.0,mazda rx-7 gs,gas,std,two,hatchback,rwd,front,rotor,two,4bbl
106.0,3.0,91.3,170.7,67.9,49.7,3139.0,181.0,3.43,3.27,7.8,200.0,5200.0,17.0,23.0,0.0,nissan kicks,gas,turbo,two,hatchback,rwd,front,ohcv,six,mpfi
150.0,0.0,96.9,173.6,65.4,54.9,2650.0,108.0,3.62,2.64,7.7,111.0,4800.0,23.0,23.0,0.0,subaru dl,gas,turbo,four,wagon,4wd,front,ohcf,four,mpfi
102.0,0.0,100.4,181.7,66.5,55.1,3095.0,181.0,3.43,3.27,9.0,152.0,5200.0,17.0,22.0,0.0,nissan dayz,gas,std,four,sedan,fwd,front,ohcv,six,mpfi
5.0,2.0,99.4,176.6,66.4,54.3,2824.0,136.0,3.19,3.4,8.0,115.0,5500.0,18.0,22.0,0.0,audi 100ls,gas,std,four,sedan,4wd,front,ohc,five,mpfi
200.0,-1.0,104.3,188.8,67.2,57.5,3157.0,130.0,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,0.0,volvo diesel,gas,turbo,four,wagon,rwd,front,ohc,four,mpfi
199.0,-2.0,104.3,188.8,67.2,56.2,3045.0,130.0,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,0.0,volvo 264gl,gas,turbo,four,sedan,rwd,front,ohc,four,mpfi
10.0,0.0,99.5,178.2,67.9,52.0,3053.0,131.0,3.13,3.4,7.0,160.0,5500.0,16.0,22.0,0.0,audi 5000s (diesel),gas,turbo,two,hatchback,4wd,front,ohc,five,mpfi
16.0,0.0,103.5,189.0,66.9,55.7,3230.0,209.0,3.62,3.39,8.0,182.0,5400.0,16.0,22.0,0.0,bmw x4,gas,std,four,sedan,rwd,front,ohc,six,mpfi
17.0,0.0,103.5,193.8,67.9,53.7,3380.0,209.0,3.62,3.39,8.0,182.0,5400.0,16.0,22.0,0.0,bmw x5,gas,std,two,sedan,rwd,front,ohc,six,mpfi
103.0,0.0,100.4,184.6,66.5,56.1,3296.0,181.0,3.43,3.27,9.0,152.0,5200.0,17.0,22.0,0.0,nissan fuga,gas,std,four,wagon,fwd,front,ohcv,six,mpfi
18.0,0.0,110.0,197.0,70.9,56.3,3505.0,209.0,3.62,3.39,8.0,182.0,5400.0,15.0,20.0,0.0,bmw x3,gas,std,four,sedan,rwd,front,ohc,six,mpfi
9.0,1.0,105.8,192.7,71.4,55.9,3086.0,131.0,3.13,3.4,8.3,140.0,5500.0,17.0,20.0,0.0,audi 4000,gas,turbo,four,sedan,fwd,front,ohc,five,mpfi
48.0,0.0,113.0,199.6,69.6,52.8,4066.0,258.0,3.63,4.17,8.1,176.0,4750.0,15.0,19.0,0.0,jaguar xj,gas,std,four,sedan,rwd,front,dohc,six,mpfi
49.0,0.0,113.0,199.6,69.6,52.8,4066.0,258.0,3.63,4.17,8.1,176.0,4750.0,15.0,19.0,0.0,jaguar xf,gas,std,four,sedan,rwd,front,dohc,six,mpfi
73.0,3.0,96.6,180.3,70.5,50.8,3685.0,234.0,3.46,3.1,8.3,155.0,4750.0,16.0,18.0,0.0,buick skylark,gas,std,two,convertible,rwd,front,ohcv,eight,mpfi
72.0,-1.0,115.6,202.6,71.7,56.5,3740.0,234.0,3.46,3.1,8.3,155.0,4750.0,16.0,18.0,0.0,buick opel isuzu deluxe,gas,std,four,sedan,rwd,front,ohcv,eight,mpfi
50.0,0.0,102.0,191.7,70.6,47.8,3950.0,326.0,3.54,2.76,11.5,262.0,5000.0,13.0,17.0,0.0,jaguar xk,gas,std,two,sedan,rwd,front,ohcv,twelve,mpfi
74.0,0.0,120.9,208.1,71.7,56.7,3900.0,308.0,3.8,3.35,8.0,184.0,4500.0,14.0,16.0,0.0,buick century special,gas,std,four,sedan,rwd,front,ohcv,eight,mpfi
75.0,1.0,112.0,199.2,72.0,55.4,3715.0,304.0,3.8,3.35,8.0,184.0,4500.0,14.0,16.0,0.0,buick regal sport coupe (turbo),gas,std,two,hardtop,rwd,front,ohcv,eight,mpfi
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
